일자,주가,전일대비,전일대비가격,거래량,변동수량,보유비중,보유주식수,취득가능주식수,외국인한도,한도소진율
2021-11-12,"165,000",▲,"13,100","131,114","-12,825",17.36,"1,545,493","7,354,713","8,900,206",17.36%
2021-11-11,"151,900",▼,"-2,600","49,022","-3,423",17.51,"1,558,318","7,341,888","8,900,206",17.51%
2021-11-10,"154,500",▼,"-3,300","43,308","-3,339",17.55,"1,561,741","7,338,465","8,900,206",17.55%
2021-11-09,"157,800",▼,"-2,200","26,338","-1,852",17.58,"1,565,080","7,335,126","8,900,206",17.58%
2021-11-08,"160,000",▼,"-1,500","38,934","-9,582",17.61,"1,566,932","7,333,274","8,900,206",17.61%
2021-11-05,"161,500",▲,100,"26,310","4,584",17.71,"1,576,514","7,323,692","8,900,206",17.71%
2021-11-04,"161,400",▼,-800,"30,355","-4,658",17.66,"1,571,930","7,328,276","8,900,206",17.66%
2021-11-03,"162,200",▲,"1,000","29,275","1,458",17.71,"1,576,588","7,323,618","8,900,206",17.71%
2021-11-02,"161,200", ,0,"15,590",-447,17.7,"1,575,130","7,325,076","8,900,206",17.70%
2021-11-01,"161,200",▲,"4,300","43,694","12,793",17.7,"1,575,577","7,324,629","8,900,206",17.70%
2021-10-29,"156,900",▼,"-1,100","30,471","-11,031",17.56,"1,562,784","7,337,422","8,900,206",17.56%
2021-10-28,"158,000",▼,"-2,800","31,516","-8,504",17.68,"1,573,815","7,326,391","8,900,206",17.68%
2021-10-27,"160,800",▼,"-3,100","18,788","-4,079",17.78,"1,582,319","7,317,887","8,900,206",17.78%
2021-10-26,"163,900",▲,"1,900","20,679","3,588",17.82,"1,586,398","7,313,808","8,900,206",17.82%
2021-10-25,"162,000",▼,-200,"24,513","-2,599",17.78,"1,582,810","7,317,396","8,900,206",17.78%
2021-10-22,"162,200",▼,-700,"16,568","1,959",17.81,"1,585,409","7,314,797","8,900,206",17.81%
2021-10-21,"162,900",▼,"-2,300","18,969","-2,133",17.79,"1,583,450","7,316,756","8,900,206",17.79%
2021-10-20,"165,200",▲,400,"18,926",-798,17.82,"1,585,583","7,314,623","8,900,206",17.82%
2021-10-19,"164,800",▲,"1,300","28,191","-2,850",17.82,"1,586,381","7,313,825","8,900,206",17.82%
2021-10-18,"163,500",▼,"-1,500","19,675","-6,257",17.86,"1,589,231","7,310,975","8,900,206",17.86%
2021-10-15,"165,000",▼,"-4,000","31,562","-12,919",17.93,"1,595,488","7,304,718","8,900,206",17.93%
2021-10-14,"169,000",▲,"10,500","46,984","4,702",18.07,"1,608,407","7,291,799","8,900,206",18.07%
2021-10-13,"158,500",▲,"1,100","22,166","-7,984",18.02,"1,603,705","7,296,501","8,900,206",18.02%
2021-10-12,"157,400",▼,-900,"28,927","-8,883",18.11,"1,611,689","7,288,517","8,900,206",18.11%
2021-10-08,"158,300",▼,"-3,400","32,845","-6,101",18.21,"1,620,572","7,279,634","8,900,206",18.21%
2021-10-07,"161,700",▲,"5,200","36,233","16,503",18.28,"1,626,673","7,273,533","8,900,206",18.28%
2021-10-06,"156,500",▼,"-3,000","48,809","-12,001",18.09,"1,610,170","7,290,036","8,900,206",18.09%
2021-10-05,"159,500",▼,"-3,900","55,570","-1,547",18.23,"1,622,171","7,278,035","8,900,206",18.23%
2021-10-01,"163,400",▼,"-4,100","34,946","-23,770",18.24,"1,623,718","7,276,488","8,900,206",18.24%
2021-09-30,"167,500",▼,"-1,600","25,733","-3,874",18.51,"1,647,488","7,252,718","8,900,206",18.51%
2021-09-29,"169,100",▲,"3,600","53,510",-355,18.55,"1,651,362","7,248,844","8,900,206",18.55%
2021-09-28,"165,500",▼,"-5,700","75,404","-4,402",18.56,"1,651,717","7,248,489","8,900,206",18.56%
2021-09-27,"171,200",▼,"-2,500","32,009",3,18.61,"1,656,119","7,244,087","8,900,206",18.61%
2021-09-24,"173,700",▼,-500,"47,999","-3,185",18.61,"1,656,116","7,244,090","8,900,206",18.61%
2021-09-23,"174,200",▼,"-3,800","43,249",512,18.64,"1,659,301","7,240,905","8,900,206",18.64%
2021-09-17,"178,000",▲,900,"198,621","-16,623",18.64,"1,658,789","7,241,417","8,900,206",18.64%
2021-09-16,"177,100",▼,-500,"82,553","-2,686",18.82,"1,675,412","7,224,794","8,900,206",18.82%
2021-09-15,"177,600",▲,"4,600","59,642","-7,671",18.85,"1,678,098","7,222,108","8,900,206",18.85%
2021-09-14,"173,000",▼,-100,"49,766","10,203",18.94,"1,685,769","7,214,437","8,900,206",18.94%
2021-09-13,"173,100",▼,"-4,200","60,073","11,577",18.83,"1,675,566","7,224,640","8,900,206",18.83%
2021-09-10,"177,300",▼,"-2,700","44,087","-3,735",18.7,"1,663,989","7,236,217","8,900,206",18.70%
2021-09-09,"180,000",▲,400,"39,280","-1,111",18.74,"1,667,724","7,232,482","8,900,206",18.74%
2021-09-08,"179,600",▼,"-3,200","42,016","-12,716",18.75,"1,668,835","7,231,371","8,900,206",18.75%
2021-09-07,"182,800",▲,"1,100","40,750",563,18.89,"1,681,551","7,218,655","8,900,206",18.89%
2021-09-06,"181,700",▲,100,"36,052",643,18.89,"1,680,988","7,219,218","8,900,206",18.89%
2021-09-03,"181,600", ,0,"41,413","-2,005",18.88,"1,680,345","7,219,861","8,900,206",18.88%
2021-09-02,"181,600",▼,-800,"67,188","7,453",18.9,"1,682,350","7,217,856","8,900,206",18.90%
2021-09-01,"182,400",▼,"-1,600","103,344","35,064",18.82,"1,674,897","7,225,309","8,900,206",18.82%
2021-08-31,"184,000",▼,"-7,700","116,940","-21,397",18.42,"1,639,833","7,260,373","8,900,206",18.42%
2021-08-30,"191,700",▲,"6,200","92,057","1,128",18.67,"1,661,230","7,238,976","8,900,206",18.67%
2021-08-27,"185,500",▼,"-2,200","80,803","-3,331",18.65,"1,660,102","7,240,104","8,900,206",18.65%
2021-08-26,"187,700",▲,"4,300","135,177","28,621",18.69,"1,663,433","7,236,773","8,900,206",18.69%
2021-08-25,"183,400",▲,"4,700","161,297","40,120",18.37,"1,634,812","7,265,394","8,900,206",18.37%
2021-08-24,"178,700",▼,"-15,600","350,331","-55,160",17.92,"1,594,692","7,305,514","8,900,206",17.92%
2021-08-23,"194,300",▲,"14,000","215,681","22,837",18.54,"1,649,852","7,250,354","8,900,206",18.54%
2021-08-20,"180,300",▲,"8,600","224,534","18,605",18.28,"1,627,015","7,273,191","8,900,206",18.28%
2021-08-19,"171,700",▲,"4,900","161,055","28,855",18.07,"1,608,410","7,291,796","8,900,206",18.07%
2021-08-18,"166,800",▲,"3,000","123,946","-20,262",17.76,"1,579,555","7,313,151","8,892,706",17.76%
2021-08-17,"163,800",▲,"12,900","335,761","1,297",17.99,"1,599,817","7,292,889","8,892,706",17.99%
2021-08-13,"150,900",▲,"5,200","120,329","3,178",17.98,"1,598,520","7,294,186","8,892,706",17.98%
2021-08-12,"145,700",▲,"2,700","47,937","-6,678",17.94,"1,595,342","7,297,364","8,892,706",17.94%
2021-08-11,"143,000",▲,"1,600","62,514","19,076",18.01,"1,602,020","7,290,686","8,892,706",18.01%
2021-08-10,"141,400",▲,"6,600","158,249",-604,17.8,"1,582,944","7,309,762","8,892,706",17.80%
2021-08-09,"134,800",▼,"-1,200","37,874","-6,609",17.81,"1,583,548","7,309,158","8,892,706",17.81%
2021-08-06,"136,000",▼,"-2,200","30,772","-15,892",17.88,"1,590,157","7,302,549","8,892,706",17.88%
2021-08-05,"138,200", ,0,"34,881",540,18.06,"1,606,049","7,286,657","8,892,706",18.06%
2021-08-04,"138,200",▲,"2,400","41,053","12,761",18.05,"1,605,509","7,287,197","8,892,706",18.05%
2021-08-03,"135,800",▼,-700,"27,621","-1,881",17.91,"1,592,748","7,299,958","8,892,706",17.91%
2021-08-02,"136,500",▲,"3,100","41,398","47,650",17.93,"1,594,629","7,298,077","8,892,706",17.93%
2021-07-30,"133,400",▼,-900,"25,356","-6,815",17.4,"1,546,979","7,345,727","8,892,706",17.40%
2021-07-29,"134,300",▲,100,"24,428","9,341",17.47,"1,553,794","7,338,912","8,892,706",17.47%
2021-07-28,"134,200",▲,100,"27,013","-1,105",17.37,"1,544,453","7,348,253","8,892,706",17.37%
2021-07-27,"134,100",▼,"-1,500","26,998","-1,494",17.38,"1,545,558","7,347,148","8,892,706",17.38%
2021-07-26,"135,600",▼,"-1,900","30,022","-33,453",17.4,"1,547,052","7,345,654","8,892,706",17.40%
2021-07-23,"137,500",▼,-400,"25,446","-8,331",17.77,"1,580,505","7,312,201","8,892,706",17.77%
2021-07-22,"137,900",▲,"2,700","25,412","-30,734",17.87,"1,588,836","7,303,870","8,892,706",17.87%
2021-07-21,"135,200",▼,"-1,500","26,078","-4,294",18.21,"1,619,570","7,273,136","8,892,706",18.21%
2021-07-20,"136,700",▲,"2,600","58,695","17,048",18.26,"1,623,864","7,268,842","8,892,706",18.26%
2021-07-19,"134,100",▼,"-2,300","22,589","-41,059",18.07,"1,606,816","7,285,890","8,892,706",18.07%
2021-07-16,"136,400",▼,-500,"21,001","63,972",18.53,"1,647,875","7,244,831","8,892,706",18.53%
2021-07-15,"136,900",▲,"1,500","28,807","-3,246",17.81,"1,583,903","7,308,803","8,892,706",17.81%
2021-07-14,"135,400",▼,-700,"21,376","1,487",17.85,"1,587,149","7,305,557","8,892,706",17.85%
2021-07-13,"136,100",▲,"2,600","26,915","13,737",17.83,"1,585,662","7,307,044","8,892,706",17.83%
2021-07-12,"133,500",▲,200,"20,669","1,330",17.68,"1,571,925","7,320,781","8,892,706",17.68%
2021-07-09,"133,300",▲,200,"38,268","17,918",17.66,"1,570,595","7,322,111","8,892,706",17.66%
2021-07-08,"133,100",▼,"-3,900","43,444","-5,791",17.46,"1,552,677","7,340,029","8,892,706",17.46%
2021-07-07,"137,000",▼,"-2,700","26,775","-8,173",17.53,"1,558,468","7,334,238","8,892,706",17.53%
2021-07-06,"139,700",▼,-200,"23,352","-4,952",17.62,"1,566,641","7,326,065","8,892,706",17.62%
2021-07-05,"139,900",▲,700,"24,349","5,257",17.67,"1,571,593","7,321,113","8,892,706",17.67%
2021-07-02,"139,200",▼,"-2,200","35,575","-10,187",17.61,"1,566,336","7,326,370","8,892,706",17.61%
2021-07-01,"141,400",▲,"4,700","68,511","13,988",17.73,"1,576,523","7,316,183","8,892,706",17.73%
2021-06-30,"136,700",▲,"1,600","23,819","12,224",17.57,"1,562,535","7,330,171","8,892,706",17.57%
2021-06-29,"135,100",▼,-700,"26,430","2,752",17.43,"1,550,311","7,342,395","8,892,706",17.43%
2021-06-28,"135,800",▲,700,"25,947","-3,506",17.4,"1,547,559","7,345,147","8,892,706",17.40%
2021-06-25,"135,100",▲,200,"23,908","2,132",17.44,"1,551,065","7,341,641","8,892,706",17.44%
2021-06-24,"134,900",▼,"-2,700","38,792","-19,444",17.42,"1,548,933","7,343,773","8,892,706",17.42%
2021-06-23,"137,600",▲,700,"37,658","11,402",17.64,"1,568,377","7,324,329","8,892,706",17.64%
2021-06-22,"136,900",▼,"-1,800","24,599","-6,795",17.51,"1,556,975","7,335,731","8,892,706",17.51%
2021-06-21,"138,700",▲,700,"27,188","2,209",17.58,"1,563,770","7,328,936","8,892,706",17.58%
2021-06-18,"138,000",▲,"1,500","21,651","3,957",17.56,"1,561,561","7,331,145","8,892,706",17.56%
2021-06-17,"136,500",▲,900,"18,770","3,445",17.52,"1,557,604","7,335,102","8,892,706",17.52%
2021-06-16,"135,600",▼,"-1,500","25,617","-16,678",17.48,"1,554,159","7,338,547","8,892,706",17.48%
2021-06-15,"137,100",▼,"-2,400","24,481","5,374",17.66,"1,570,837","7,321,869","8,892,706",17.66%
2021-06-14,"139,500",▲,500,"32,490","21,608",17.6,"1,565,463","7,327,243","8,892,706",17.60%
2021-06-11,"139,000",▲,"4,800","59,818","-6,084",17.36,"1,543,855","7,348,851","8,892,706",17.36%
2021-06-10,"134,200",▲,"3,900","80,675","-2,188",17.43,"1,549,939","7,342,767","8,892,706",17.43%
2021-06-09,"130,300",▼,"-1,200","34,232","-13,367",17.45,"1,552,127","7,340,579","8,892,706",17.45%
2021-06-08,"131,500",▲,"1,800","52,885","-3,776",17.6,"1,565,494","7,327,212","8,892,706",17.60%
2021-06-07,"129,700",▼,"-3,300","58,419","-22,314",17.65,"1,569,270","7,323,436","8,892,706",17.65%
2021-06-04,"133,000",▼,-400,"35,369","-10,147",17.9,"1,591,584","7,301,122","8,892,706",17.90%
2021-06-03,"133,400",▲,900,"99,953","19,450",18.01,"1,601,731","7,290,975","8,892,706",18.01%
2021-06-02,"132,500",▼,"-6,200","115,747","-17,074",17.79,"1,582,281","7,310,425","8,892,706",17.79%
2021-06-01,"138,700",▼,"-3,800","90,271","6,682",17.99,"1,599,355","7,293,351","8,892,706",17.99%
2021-05-31,"142,500",▼,"-1,100","51,108","-8,196",17.91,"1,592,673","7,300,033","8,892,706",17.91%
2021-05-28,"143,600",▼,"-4,600","106,997","-19,075",18,"1,600,869","7,291,837","8,892,706",18.00%
2021-05-27,"148,200",▼,"-8,100","146,813","-7,247",18.22,"1,619,944","7,272,762","8,892,706",18.22%
2021-05-26,"156,300",▼,"-8,700","253,279","-79,643",18.3,"1,627,191","7,265,515","8,892,706",18.30%
2021-05-25,"165,000",▲,"9,900","111,398","3,343",19.19,"1,706,834","7,185,872","8,892,706",19.19%
2021-05-24,"155,100",▼,"-7,100","74,440","-14,140",19.16,"1,703,491","7,189,215","8,892,706",19.16%
2021-05-21,"162,200",▼,"-1,300","64,973","-5,151",19.32,"1,717,631","7,175,075","8,892,706",19.32%
2021-05-20,"163,500",▲,200,"34,120",50,19.37,"1,722,782","7,169,924","8,892,706",19.37%
